DTG,SSH,SST,Temp,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,FSM
1/01/2020 0:00,0.56,27.9,30.4,1012.4,-0.062,-0.074,63,10.1,3.7,
1/01/2020 1:00,0.537,28.3,30.8,1012.1,-0.079,-0.088,84,11.2,5.4,
1/01/2020 2:00,0.565,28.6,30.9,1011,-0.1,-0.111,82,11.5,5.2,
1/01/2020 3:00,0.629,28.7,31,1010,-0.134,-0.157,80,10.9,5,
1/01/2020 4:00,0.731,28.7,30.7,1009.8,-0.161,-0.194,90,10.1,5,
1/01/2020 5:00,0.862,28.7,30,1009.9,-0.168,-0.202,89,9.4,4.5,
1/01/2020 6:00,0.988,28.7,29.4,1010,-0.153,-0.186,91,7.9,3.5,
1/01/2020 7:00,1.064,28.7,28,1010.6,-0.133,-0.165,67,7,3.3,
1/01/2020 8:00,1.066,28.7,28,1011.1,-0.115,-0.141,71,6.4,2.8,
1/01/2020 9:00,1.004,28.6,26.3,1011.8,-0.093,-0.113,83,10.4,3.7,
1/01/2020 10:00,0.878,28.7,27.1,1012.1,-0.08,-0.094,78,8.2,3.9,
1/01/2020 11:00,0.707,28.7,27.4,1012.2,-0.089,-0.1,82,8.3,4.4,
1/01/2020 12:00,0.614,28.7,27.2,1012.2,-0.035,-0.045,83,9.2,3.6,
1/01/2020 13:00,0.586,28.7,26.4,1012.4,0.043,0.033,91,8.9,3.6,
1/01/2020 14:00,0.459,28.7,27.2,1012,-0.037,-0.045,74,7.7,3.4,
1/01/2020 15:00,0.409,28.7,26.9,1011.4,-0.099,-0.111,78,7.9,4.4,
1/01/2020 16:00,0.423,28.7,27.4,1010.8,-0.144,-0.163,71,8.2,3,
1/01/2020 17:00,0.49,28.7,27.6,1010.7,-0.165,-0.19,62,8.9,4.2,
1/01/2020 18:00,0.59,28.7,27.4,1010.7,-0.16,-0.185,67,9.7,3.3,
1/01/2020 19:00,0.66,28.7,27.4,1010.8,-0.163,-0.188,70,7.9,3.7,
1/01/2020 20:00,0.734,28.6,27.6,1011.2,-0.126,-0.15,68,7.8,3.9,
1/01/2020 21:00,0.725,28.6,27.9,1011.7,-0.133,-0.153,69,8,3.8,
1/01/2020 22:00,0.687,28.5,28.6,1011.9,-0.139,-0.154,70,7.9,4.2,
1/01/2020 23:00,0.657,28.5,28.8,1012.1,-0.116,-0.129,64,7.7,4.5,
2/01/2020 0:00,0.634,28.5,29.1,1011.8,-0.089,-0.101,57,8.3,4,
2/01/2020 1:00,0.657,28.5,27.3,1011.3,-0.041,-0.056,64,10.5,5.5,
2/01/2020 2:00,0.705,28.5,29.2,1010.3,-0.003,-0.023,59,9.2,3.7,
2/01/2020 3:00,0.731,28.6,27.8,1009.2,-0.026,-0.056,57,8.6,4.1,
2/01/2020 4:00,0.763,28.6,28.8,1008.5,-0.072,-0.113,62,8.7,4.3,
2/01/2020 5:00,0.802,28.6,28.3,1008.3,-0.126,-0.174,62,8.8,3.2,
2/01/2020 6:00,0.885,28.6,27.5,1008.4,-0.132,-0.181,73,9.6,4.1,
2/01/2020 7:00,0.991,28.6,27.6,1008.8,-0.089,-0.136,69,9.5,4.1,
2/01/2020 8:00,1.019,28.6,27.4,1009.1,-0.075,-0.119,65,7.8,4.6,
2/01/2020 9:00,0.971,28.6,27.8,1009.8,-0.085,-0.126,58,8.7,3.4,
2/01/2020 10:00,0.903,28.7,27.5,1010.3,-0.068,-0.102,51,9.2,2.8,
2/01/2020 11:00,0.865,28.6,27.7,1010.4,0.011,-0.018,66,7,2.2,
2/01/2020 12:00,0.832,28.5,27.3,1010.1,0.103,0.074,74,6.3,3.3,
2/01/2020 13:00,0.647,28.6,27.5,1009.7,0.02,-0.011,86,6.9,2.6,
2/01/2020 14:00,0.539,28.6,27,1009.2,-0.023,-0.058,80,7.4,4.5,
2/01/2020 15:00,0.477,28.5,27.2,1008.4,-0.065,-0.106,99,6.1,3.1,
2/01/2020 16:00,0.45,28.5,27.1,1008.1,-0.112,-0.16,113,5.8,3.2,
2/01/2020 17:00,0.483,28.4,26.5,1007.8,-0.134,-0.185,124,4.8,1.9,
2/01/2020 18:00,0.513,28.4,26.2,1007.9,-0.178,-0.232,93,5.4,3.4,
2/01/2020 19:00,0.574,28.4,26.9,1008.1,-0.194,-0.247,113,5.4,2.2,
2/01/2020 20:00,0.664,28.4,26.5,1008.7,-0.166,-0.216,112,7.6,2.3,
2/01/2020 21:00,0.7,28.4,27.2,1009.4,-0.166,-0.21,111,6.3,2.2,
2/01/2020 22:00,0.769,28.4,27.8,1009.9,-0.107,-0.145,89,8.3,4.1,
2/01/2020 23:00,0.815,28.3,28.9,1010,-0.047,-0.08,96,7.3,4.1,
3/01/2020 0:00,0.803,28.4,29.4,1009.6,-0.029,-0.061,94,9,5.1,
3/01/2020 1:00,0.808,28.4,30.2,1009,0.006,-0.031,98,9.4,5.4,
3/01/2020 2:00,0.778,28.5,30.7,1008.3,-0.009,-0.052,94,8.6,4.9,
3/01/2020 3:00,0.742,28.5,29.7,1007.2,-0.052,-0.102,90,8.3,4.6,
3/01/2020 4:00,0.729,28.5,29.7,1006.5,-0.091,-0.152,96,8.2,4.4,
3/01/2020 5:00,0.756,28.5,29.9,1006.5,-0.104,-0.172,94,8.1,4.9,
3/01/2020 6:00,0.819,28.5,29.2,1006.9,-0.089,-0.156,86,6.8,3.4,
3/01/2020 7:00,0.884,28.5,28.5,1007.7,-0.069,-0.132,85,6.5,3,
3/01/2020 8:00,0.885,28.4,28.1,1008.4,-0.095,-0.149,81,6,2.6,
3/01/2020 9:00,0.859,28.4,28,1009,-0.117,-0.164,88,5.4,2.9,
3/01/2020 10:00,0.848,28.4,28,1009.4,-0.091,-0.133,86,4.9,2.3,
3/01/2020 11:00,0.822,28.5,27.9,1009.4,-0.052,-0.09,76,4.3,2.7,
3/01/2020 12:00,0.787,28.5,27.7,1009,-0.002,-0.041,70,4.8,2,
3/01/2020 13:00,0.755,28.4,27.8,1008.7,0.052,0.01,75,6.8,2.6,
3/01/2020 14:00,0.662,28.5,27.6,1008.2,0.029,-0.017,88,7.8,3.1,
3/01/2020 15:00,0.517,28.5,27.6,1007.7,-0.075,-0.125,92,6.5,3.6,
3/01/2020 16:00,0.489,28.5,27.3,1007.2,-0.089,-0.145,77,5.4,2.2,
3/01/2020 17:00,0.483,28.5,27.4,1007,-0.111,-0.172,71,4.7,2.6,
3/01/2020 18:00,0.481,28.6,27.5,1007.2,-0.157,-0.219,72,4.8,2.2,
3/01/2020 19:00,0.539,28.5,27.2,1007.5,-0.164,-0.224,77,7.4,3.6,
3/01/2020 20:00,0.618,28.5,27.5,1008.2,-0.159,-0.216,71,7.6,2.6,
3/01/2020 21:00,0.695,28.4,28.1,1008.9,-0.148,-0.198,79,7.4,4.3,
3/01/2020 22:00,0.752,28.5,29.2,1009.6,-0.144,-0.186,68,8.5,3.6,
3/01/2020 23:00,0.802,28.6,30.1,1009.8,-0.125,-0.161,64,8.4,4.1,
4/01/2020 0:00,0.846,28.6,30.5,1009.6,-0.089,-0.123,76,9.9,5.2,
4/01/2020 1:00,0.897,28.8,30.6,1009,-0.021,-0.058,75,9.2,4.9,
4/01/2020 2:00,0.92,28.9,30.9,1008,0.028,-0.015,93,10.4,5,
4/01/2020 3:00,0.8,28.9,30.6,1006.8,-0.067,-0.121,64,8.3,4.1,
4/01/2020 4:00,0.758,29.1,30.1,1006.4,-0.088,-0.153,69,7.8,3.8,
4/01/2020 5:00,0.726,29.1,29.9,1006.5,-0.106,-0.174,62,8,3,
4/01/2020 6:00,0.693,28.9,29.4,1006.6,-0.134,-0.201,66,7.5,3.4,
4/01/2020 7:00,0.72,28.8,28.6,1007.2,-0.115,-0.181,60,7.8,2.3,
4/01/2020 8:00,0.786,28.7,28.4,1007.7,-0.066,-0.126,63,7.6,2.5,
4/01/2020 9:00,0.776,28.7,28.4,1008.6,-0.09,-0.144,51,6.3,3.1,
4/01/2020 10:00,0.793,28.9,26.2,1009.4,-0.074,-0.119,75,12.3,3.5,
4/01/2020 11:00,0.807,28.6,26.7,1009.1,-0.045,-0.083,74,7.4,3.1,
4/01/2020 12:00,0.843,28.8,27.3,1008.9,0.025,-0.017,77,7.7,4.2,
4/01/2020 13:00,0.824,28.6,27.7,1008.4,0.057,0.014,79,6.7,3.2,
4/01/2020 14:00,0.688,28.6,27.9,1008.1,-0.019,-0.067,80,8.7,4.7,
4/01/2020 15:00,0.595,28.6,27.8,1007.6,-0.058,-0.11,78,10.7,5.1,
4/01/2020 16:00,0.531,28.7,27.7,1007.4,-0.082,-0.139,72,11.3,5.1,
4/01/2020 17:00,0.48,28.8,27.7,1007.4,-0.113,-0.171,65,9.3,4.3,
4/01/2020 18:00,0.469,28.8,27.8,1007.7,-0.131,-0.188,77,10.1,5,
4/01/2020 19:00,0.524,28.9,27.6,1008.1,-0.114,-0.168,78,9.5,3.7,
4/01/2020 20:00,0.604,28.7,27.9,1008.8,-0.103,-0.154,77,8.7,3.2,
4/01/2020 21:00,0.671,28.8,28.3,1009.8,-0.123,-0.167,73,8.4,4.4,
4/01/2020 22:00,0.778,28.6,28.9,1010.7,-0.105,-0.138,78,8.6,3.7,
4/01/2020 23:00,0.879,28.6,29.9,1010.5,-0.081,-0.106,66,8.2,4.3,
5/01/2020 0:00,0.941,28.6,30.6,1010.3,-0.073,-0.1,72,8.4,5.1,
5/01/2020 1:00,0.997,28.7,31.2,1009.7,-0.036,-0.065,76,8.3,3.8,
5/01/2020 2:00,1.013,28.6,30.9,1008.4,-0.002,-0.038,59,8.3,3.4,
5/01/2020 3:00,0.94,28.6,31.1,1007.8,-0.03,-0.078,60,8.1,3.4,
5/01/2020 4:00,0.843,28.8,30.8,1007.3,-0.067,-0.122,71,7.2,3.6,
5/01/2020 5:00,0.745,28.9,29.7,1007.3,-0.101,-0.16,60,7.2,3.2,
5/01/2020 6:00,0.676,28.9,29.1,1007.6,-0.108,-0.167,63,6.9,3.3,
5/01/2020 7:00,0.655,29,28.8,1008.1,-0.087,-0.142,74,5.9,2.9,
5/01/2020 8:00,0.678,28.9,28.4,1008.5,-0.047,-0.098,78,6.9,3.8,
5/01/2020 9:00,0.683,28.8,28.4,1009.3,-0.054,-0.1,68,6.6,3.2,
5/01/2020 10:00,0.711,28.8,28.3,1009.7,-0.052,-0.091,67,7.1,3.7,
5/01/2020 11:00,0.756,28.8,28.3,1009.8,-0.034,-0.068,68,7.4,3.8,
5/01/2020 12:00,0.803,28.8,28.1,1009.6,-0.004,-0.039,62,7.5,3.4,
5/01/2020 13:00,0.831,28.7,28,1009.4,0.027,-0.009,68,6.3,3.2,
5/01/2020 14:00,0.798,28.7,28,1009.1,0.026,-0.013,58,6.8,2.5,
5/01/2020 15:00,0.721,28.8,27.8,1008.5,-0.001,-0.042,61,7,2.4,
5/01/2020 16:00,0.606,28.9,27.7,1007.7,-0.057,-0.105,66,5.8,2.5,
5/01/2020 17:00,0.524,28.9,27.6,1007.4,-0.088,-0.144,58,5.5,2.4,
5/01/2020 18:00,0.475,29,27.5,1007.6,-0.104,-0.162,77,6.1,2.4,
5/01/2020 19:00,0.449,28.8,27.7,1008,-0.133,-0.189,66,5.5,2.5,
5/01/2020 20:00,0.513,28.8,27.4,1008.7,-0.117,-0.169,71,5.2,1.7,
5/01/2020 21:00,0.62,28.9,28.6,1009.3,-0.099,-0.144,69,5.7,2.8,
5/01/2020 22:00,0.729,28.7,29.5,1009.8,-0.108,-0.147,59,6.3,3.1,
5/01/2020 23:00,0.856,28.5,29.7,1009.9,-0.102,-0.136,56,6.7,3.2,
6/01/2020 0:00,0.957,28.6,31.3,1009.7,-0.103,-0.135,56,6.3,2.7,
6/01/2020 1:00,1.061,28.6,30.3,1008.5,-0.065,-0.101,33,6.5,3,
6/01/2020 2:00,1.106,28.6,27.1,1007.6,-0.033,-0.08,67,9.6,3.3,
6/01/2020 3:00,1.121,28.8,28.7,1006.4,0.024,-0.034,47,6.6,2.6,
6/01/2020 4:00,1.02,29.2,29.1,1006,0.007,-0.062,36,7.8,3.4,
6/01/2020 5:00,0.823,29.5,28.4,1006.2,-0.081,-0.153,39,6.8,2.7,
6/01/2020 6:00,0.707,29.6,26.9,1006.7,-0.08,-0.15,86,9.6,2.1,
6/01/2020 7:00,0.603,29.5,27.2,1007.3,-0.082,-0.147,77,6,3.2,
6/01/2020 8:00,0.539,29.3,26.8,1007.8,-0.082,-0.141,77,7.5,2.3,
6/01/2020 9:00,0.538,29.2,25.9,1008.5,-0.067,-0.12,91,10,5,
6/01/2020 10:00,0.606,29.1,25.8,1008.7,-0.028,-0.075,93,8.6,3.6,
6/01/2020 11:00,0.713,28.9,25.9,1008.7,0.02,-0.025,102,8.2,4.1,
6/01/2020 12:00,0.794,28.9,26.6,1008.4,0.038,-0.007,75,7.3,3.2,
6/01/2020 13:00,0.841,28.7,26.7,1008.3,0.038,-0.01,66,8.5,2.8,
6/01/2020 14:00,0.839,29,26.3,1007.5,0.021,-0.029,108,9.7,2.7,
6/01/2020 15:00,0.792,28.7,26.9,1006.7,0.002,-0.056,92,6.8,4.3,
6/01/2020 16:00,0.671,28.9,25.6,1006.6,-0.058,-0.124,105,10.2,5.6,
6/01/2020 17:00,0.567,28.9,24.6,1006.9,-0.085,-0.15,96,13,8.2,
6/01/2020 18:00,0.491,28.9,26.1,1006.5,-0.091,-0.155,128,8.5,2.6,
6/01/2020 19:00,0.436,28.7,26.9,1006.8,-0.107,-0.174,108,7.4,3.3,
6/01/2020 20:00,0.462,28.7,26.6,1007.6,-0.094,-0.157,117,9.5,3.9,
6/01/2020 21:00,0.54,28.7,27.7,1008.3,-0.09,-0.145,126,6.7,2.6,
6/01/2020 22:00,0.672,28.6,28.1,1008.8,-0.084,-0.133,110,6,3.2,
6/01/2020 23:00,0.862,28.7,28.6,1008.9,-0.051,-0.095,95,7.1,4.6,
7/01/2020 0:00,1.04,28.6,29.1,1008.7,-0.026,-0.069,96,7.7,3.7,
7/01/2020 1:00,1.134,28.7,29.4,1007.8,-0.051,-0.098,86,6.4,3.7,
7/01/2020 2:00,1.229,28.6,29.6,1007.2,-0.017,-0.071,89,8,4.2,
7/01/2020 3:00,1.215,28.8,27.1,1006.2,-0.019,-0.08,75,8.8,1.5,
7/01/2020 4:00,1.095,28.8,28.1,1005.6,-0.055,-0.126,85,6.4,2.8,
7/01/2020 5:00,0.948,28.9,26.9,1005.9,-0.062,-0.138,100,8.8,3.3,
7/01/2020 6:00,0.753,28.9,27.7,1006.5,-0.09,-0.163,93,5.9,3.4,
7/01/2020 7:00,0.591,28.9,27.6,1006.8,-0.089,-0.156,94,5.7,3,
7/01/2020 8:00,0.476,28.9,27.4,1007.2,-0.08,-0.144,95,5.1,2.9,
7/01/2020 9:00,0.439,28.9,27.4,1007.8,-0.055,-0.114,96,4.9,2.2,
7/01/2020 10:00,0.487,28.8,27.3,1008,-0.013,-0.067,99,4.3,2.8,
7/01/2020 11:00,0.567,28.9,27.4,1008.2,0.001,-0.051,97,6.3,3.7,
7/01/2020 12:00,0.648,28.8,27.5,1008.1,-0.018,-0.068,98,6.6,2.3,
7/01/2020 13:00,0.75,28.8,27.6,1007.6,-0.014,-0.065,100,6.2,2.9,
7/01/2020 14:00,0.836,28.7,27.8,1007.1,0.005,-0.051,98,8.2,5,
7/01/2020 15:00,0.817,28.7,27.6,1006.5,-0.028,-0.09,103,7,3.4,
7/01/2020 16:00,0.726,28.6,27.7,1006.2,-0.075,-0.143,119,5.7,3.2,
7/01/2020 17:00,0.647,28.6,27.7,1005.9,-0.067,-0.138,128,5.1,2.9,
7/01/2020 18:00,0.534,28.6,27.8,1006.3,-0.079,-0.152,124,5.8,2.8,
7/01/2020 19:00,0.406,28.6,27.2,1006.8,-0.124,-0.192,98,7,3.7,
7/01/2020 20:00,0.379,28.6,27.6,1007.3,-0.119,-0.182,111,6.3,2.7,
7/01/2020 21:00,0.444,28.6,28.1,1008.1,-0.092,-0.15,106,6.9,3.3,
7/01/2020 22:00,0.57,28.6,28.4,1008.6,-0.08,-0.13,106,6.8,3.6,
7/01/2020 23:00,0.75,28.7,29.1,1008.8,-0.072,-0.118,96,7.9,3.8,
8/01/2020 0:00,0.94,28.7,29.6,1008.4,-0.08,-0.124,101,7.6,3.7,
8/01/2020 1:00,1.14,28.8,30.6,1007.8,-0.057,-0.106,94,8.6,4.6,
8/01/2020 2:00,1.267,28.7,30.2,1006.7,-0.05,-0.105,104,8.2,4.6,
8/01/2020 3:00,1.319,28.7,29.8,1006,-0.035,-0.101,104,9.3,4.1,
8/01/2020 4:00,1.278,28.7,29.5,1005.6,-0.021,-0.094,116,6.8,3.6,
8/01/2020 5:00,1.137,28.7,30.4,1005.7,-0.021,-0.097,117,6.9,3.4,
8/01/2020 6:00,0.919,28.7,29.4,1006.1,-0.04,-0.114,101,6.1,3.4,
8/01/2020 7:00,0.683,28.7,28.2,1006.9,-0.057,-0.127,93,6,2.9,
8/01/2020 8:00,0.488,28.8,28,1007.4,-0.061,-0.123,90,5,2.8,
8/01/2020 9:00,0.382,28.8,28.1,1007.8,-0.041,-0.099,93,4.5,2.4,
8/01/2020 10:00,0.358,28.7,27.7,1008.3,-0.027,-0.08,90,5.1,1.5,
8/01/2020 11:00,0.408,28.7,27.1,1008,-0.023,-0.073,110,4.6,1.6,
8/01/2020 12:00,0.504,28.8,26.4,1008.3,-0.04,-0.091,106,7.8,2.4,
8/01/2020 13:00,0.638,28.8,26.7,1007.7,-0.045,-0.095,180,3.5,1.1,
8/01/2020 14:00,0.758,28.8,26.7,1007.2,-0.045,-0.1,163,2.2,0.8,
8/01/2020 15:00,0.806,28.7,26.4,1006.7,-0.063,-0.124,157,1.7,1.1,
8/01/2020 16:00,0.796,28.7,26.5,1006.3,-0.069,-0.135,123,1.7,0.3,
8/01/2020 17:00,0.721,28.7,26.6,1006.2,-0.072,-0.141,184,1.4,0.7,
8/01/2020 18:00,0.588,28.7,26.7,1006.4,-0.089,-0.159,163,2.6,1.2,
8/01/2020 19:00,0.45,28.7,26.6,1006.9,-0.104,-0.172,153,2,0.7,
8/01/2020 20:00,0.353,28.7,27.1,1007.4,-0.117,-0.18,82,3.6,1.7,
8/01/2020 21:00,0.351,28.7,26.9,1008.3,-0.108,-0.165,97,6.8,3.6,
8/01/2020 22:00,0.427,28.7,28.8,1008.9,-0.11,-0.158,92,6.6,3.4,
8/01/2020 23:00,0.602,28.7,28.8,1008.8,-0.096,-0.139,99,7.9,4.3,
9/01/2020 0:00,0.837,28.8,29.3,1008.5,-0.08,-0.124,94,6.6,3.5,
9/01/2020 1:00,1.064,28.8,29.3,1007.9,-0.082,-0.13,100,7.2,4.4,
9/01/2020 2:00,1.298,28.9,30.4,1007.1,-0.035,-0.088,99,8.6,4.1,
9/01/2020 3:00,1.471,28.8,30.3,1005.8,0.035,-0.027,107,7.4,3.8,
9/01/2020 4:00,1.509,28.7,30.2,1005.1,0.076,0.001,103,8.1,4.9,
9/01/2020 5:00,1.385,28.8,29,1005.1,0.061,-0.02,101,8.1,3.4,
9/01/2020 6:00,1.152,28.8,28.8,1005.5,0.029,-0.051,98,9.5,5,
9/01/2020 7:00,0.879,28.8,28.4,1005.8,0.011,-0.066,96,8.3,3.7,
9/01/2020 8:00,0.604,28.9,28.3,1006.5,-0.011,-0.084,96,7.3,3.8,
9/01/2020 9:00,0.394,29,27.6,1007.5,-0.024,-0.09,85,9.1,2.5,
9/01/2020 10:00,0.296,29,27.7,1008.2,-0.019,-0.075,97,7.5,3.7,
9/01/2020 11:00,0.282,28.9,27.6,1008.5,-0.033,-0.083,92,8.5,4.8,
9/01/2020 12:00,0.392,28.9,27.6,1008.3,-0.018,-0.065,86,8.3,3.8,
9/01/2020 13:00,0.54,29,27.8,1008,-0.026,-0.076,87,8.6,4.1,
9/01/2020 14:00,0.718,29,27.6,1007.5,-0.014,-0.067,83,9.1,4.6,
9/01/2020 15:00,0.86,28.9,27.5,1006.6,0.003,-0.055,89,8.3,4.1,
9/01/2020 16:00,0.91,28.8,27.3,1006.2,0.006,-0.061,91,7.7,3.2,
9/01/2020 17:00,0.86,28.8,27.4,1006,-0.009,-0.08,83,6.2,2.5,
9/01/2020 18:00,0.746,28.8,27.4,1006,-0.017,-0.089,84,7,3.5,
9/01/2020 19:00,0.585,28.7,27.4,1006.2,-0.035,-0.107,78,7.4,2.8,
9/01/2020 20:00,0.42,28.8,27.5,1006.8,-0.068,-0.137,78,6.7,3.2,
9/01/2020 21:00,0.386,28.8,28,1007.3,-0.032,-0.096,81,6.4,2.7,
9/01/2020 22:00,0.404,28.8,29.2,1008,-0.035,-0.093,71,7.3,3.7,
9/01/2020 23:00,0.53,28.8,29.9,1008.1,-0.033,-0.085,80,6.4,3.2,
10/01/2020 0:00,0.754,28.8,29.9,1008,-0.019,-0.069,61,7.8,3.4,
10/01/2020 1:00,0.983,28.8,30.9,1007.2,-0.047,-0.099,69,7.9,3.4,
10/01/2020 2:00,1.216,28.9,30.3,1006.2,-0.06,-0.12,86,8.1,5.1,
10/01/2020 3:00,1.437,28.8,30.5,1005.2,-0.016,-0.087,70,8.2,4.2,
10/01/2020 4:00,1.536,28.8,30.4,1004.5,0.014,-0.067,60,7.1,3.5,
10/01/2020 5:00,1.477,28.8,28.5,1004.5,0.008,-0.08,58,7.3,2.8,
10/01/2020 6:00,1.334,28.9,29.2,1005.1,0.032,-0.054,80,8,4,
10/01/2020 7:00,1.065,28.9,28.6,1005.6,0.018,-0.062,80,8,3.2,
10/01/2020 8:00,0.731,29,28.4,1006.2,-0.025,-0.1,70,7.3,3.6,
10/01/2020 9:00,0.47,28.9,28.3,1006.9,-0.022,-0.091,75,7.8,3.3,
10/01/2020 10:00,0.295,29,28.5,1007.3,-0.018,-0.08,78,7.9,4.1,
10/01/2020 11:00,0.23,29,28.2,1007.4,-0.016,-0.075,82,8.2,3.6,
10/01/2020 12:00,0.271,29,28.1,1007.2,-0.024,-0.082,76,8.3,3.9,
10/01/2020 13:00,0.395,28.9,28.1,1006.9,-0.041,-0.101,76,9.2,4.7,
10/01/2020 14:00,0.583,29.1,28,1006.5,-0.04,-0.104,71,8.3,4.4,
10/01/2020 15:00,0.762,28.9,27.9,1005.9,-0.037,-0.104,71,8.1,3.6,
10/01/2020 16:00,0.865,28.8,27.6,1005.3,-0.042,-0.116,59,6.8,2,
10/01/2020 17:00,0.917,28.8,27.6,1005.4,-0.007,-0.086,71,6.6,2.6,
10/01/2020 18:00,0.856,28.8,27.7,1005.9,0.004,-0.074,61,6.6,3,
10/01/2020 19:00,0.695,28.9,27.4,1006.2,-0.021,-0.094,52,6.4,2.5,
10/01/2020 20:00,0.531,28.9,27.5,1006.9,-0.026,-0.095,71,5.8,2.3,
10/01/2020 21:00,0.409,28.7,28.3,1007.5,-0.022,-0.084,64,6.5,2.9,
10/01/2020 22:00,0.344,28.7,29.7,1008,-0.042,-0.098,53,6.9,3.4,
10/01/2020 23:00,0.41,28.8,30.2,1007.9,-0.039,-0.091,48,7.1,3.3,
11/01/2020 0:00,0.565,28.9,30,1007.6,-0.053,-0.106,40,7.8,3.2,
11/01/2020 1:00,0.789,29,30.2,1006.5,-0.076,-0.134,32,7.2,3,
11/01/2020 2:00,1.067,28.9,30,1005.6,-0.077,-0.145,40,7.3,2.9,
11/01/2020 3:00,1.332,28.8,30,1004.5,-0.056,-0.133,40,7.2,3.5,
11/01/2020 4:00,1.52,28.8,29.8,1003.8,-0.018,-0.106,28,7.2,2.8,
11/01/2020 5:00,1.572,28.9,29.2,1003.7,0.011,-0.084,34,6.9,2.7,
11/01/2020 6:00,1.487,28.9,28.6,1004,0.032,-0.063,32,7.5,2.6,
11/01/2020 7:00,1.288,28.9,28,1004.4,0.05,-0.041,28,6.3,2.5,
11/01/2020 8:00,0.986,28.9,27.7,1005,0.04,-0.047,30,6.8,3,
11/01/2020 9:00,0.643,29,27.8,1005.6,0.002,-0.079,39,7,2.5,
11/01/2020 10:00,0.356,29,27.7,1006,-0.035,-0.11,36,7.2,3.2,
11/01/2020 11:00,0.23,29,28,1006.2,-0.019,-0.09,33,8.5,3.3,
11/01/2020 12:00,0.196,29,26.7,1006.2,-0.035,-0.105,49,8.1,2.7,
11/01/2020 13:00,0.281,29.1,27.1,1006.1,-0.044,-0.113,44,8.2,2,
11/01/2020 14:00,0.461,29.1,27.5,1005.4,-0.039,-0.111,53,7.4,3.6,
11/01/2020 15:00,0.655,29,27.7,1004.5,-0.047,-0.126,62,7.5,1.9,
11/01/2020 16:00,0.816,29,27.8,1003.8,-0.05,-0.137,52,7.4,3.8,
11/01/2020 17:00,0.923,28.9,27.2,1003.8,-0.021,-0.115,36,8.8,3.1,
11/01/2020 18:00,0.956,28.9,26.8,1004.1,0.031,-0.063,42,8,3,
11/01/2020 19:00,0.844,28.9,26.9,1004.6,0.023,-0.067,49,8.1,2.4,
11/01/2020 20:00,0.673,28.9,26.9,1005,0.007,-0.079,60,10,3.3,
11/01/2020 21:00,0.483,28.8,28.3,1005.6,-0.023,-0.105,59,6.8,2.4,
11/01/2020 22:00,0.365,28.9,28.5,1006.5,-0.033,-0.108,70,6.9,3.4,
11/01/2020 23:00,0.354,28.9,28.9,1006.6,-0.033,-0.099,65,7.6,3.4,
12/01/2020 0:00,0.428,28.9,29,1006.2,-0.064,-0.13,53,7.2,2.9,
12/01/2020 1:00,0.629,28.9,27.1,1005.8,-0.066,-0.137,93,7,3.2,
12/01/2020 2:00,0.931,29,28,1004.9,-0.034,-0.109,84,8.4,1.3,
12/01/2020 3:00,1.192,28.9,28.6,1004.1,-0.053,-0.137,37,8.6,3.2,
12/01/2020 4:00,1.401,28.8,29,1003.7,-0.063,-0.154,45,8.7,2,
12/01/2020 5:00,1.53,28.8,29.8,1003.6,-0.042,-0.137,52,6.4,1.6,
12/01/2020 6:00,1.571,28.8,28.7,1004,0.026,-0.07,39,5.9,2.5,
12/01/2020 7:00,1.429,28.8,27.5,1004.4,0.037,-0.055,45,5.5,2.2,
12/01/2020 8:00,1.161,28.9,27.9,1004.8,0.021,-0.066,57,6.3,3.2,
12/01/2020 9:00,0.84,28.9,28.1,1005.4,0.006,-0.077,62,7.5,3.4,
12/01/2020 10:00,0.506,28.9,28,1005.6,-0.036,-0.113,58,7.5,3.1,
12/01/2020 11:00,0.295,28.9,28,1005.6,-0.032,-0.108,68,6.7,3.1,
12/01/2020 12:00,0.202,28.9,27.8,1005.6,-0.033,-0.109,72,7.3,3.1,
12/01/2020 13:00,0.223,28.9,27.6,1005.5,-0.04,-0.117,62,6.9,2.6,
12/01/2020 14:00,0.351,28.9,27.7,1005.3,-0.043,-0.12,70,6.8,3.2,
12/01/2020 15:00,0.543,28.9,27.8,1004.6,-0.045,-0.124,63,6.4,3.1,
12/01/2020 16:00,0.731,28.9,27.4,1004.1,-0.053,-0.139,48,5.9,2.9,
12/01/2020 17:00,0.854,28.8,27.3,1004.3,-0.065,-0.156,61,7,2.6,
12/01/2020 18:00,0.906,28.8,27.1,1004.6,-0.057,-0.146,68,6.6,2.5,
12/01/2020 19:00,0.885,28.8,27.2,1005.2,-0.027,-0.112,74,5.2,1.9,
12/01/2020 20:00,0.764,28.7,26.7,1005.8,-0.023,-0.102,37,7.4,2.6,
12/01/2020 21:00,0.598,28.6,26.9,1006.7,-0.027,-0.101,26,7.3,3.2,
12/01/2020 22:00,0.456,28.4,27,1007.4,-0.022,-0.086,33,8.1,2.8,
12/01/2020 23:00,0.361,28.6,27.8,1007.2,-0.036,-0.094,31,6.8,2.8,
13/01/2020 0:00,0.371,28.7,27.2,1006.9,-0.054,-0.114,85,8,4.2,
13/01/2020 1:00,0.516,28.7,25.8,1006.4,-0.047,-0.111,89,7.4,4.1,
