DTG,SSH,SST,Temp,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,FSM
15/03/2020 16:00,0.899,29,27.4,1009.4,0.065,0.03,64,5.2,1.8,
15/03/2020 17:00,1.062,28.9,27.6,1009.7,0.089,0.051,77,5.6,2.1,
15/03/2020 18:00,1.044,28.9,27.7,1010,-0.055,-0.09,72,5.4,2.6,
15/03/2020 19:00,1.087,28.9,27.8,1010.5,-0.102,-0.134,83,5,2.6,
15/03/2020 20:00,1.088,28.8,27.6,1011.1,-0.137,-0.164,78,3.9,1.5,
15/03/2020 21:00,0.995,28.8,29.1,1011.9,-0.202,-0.223,83,6.8,3.1,
15/03/2020 22:00,0.93,28.9,29.6,1012.3,-0.197,-0.21,86,6.7,3.2,
15/03/2020 23:00,0.883,28.9,29.9,1012.4,-0.151,-0.16,75,8.2,4.4,
16/03/2020 0:00,0.844,28.9,30.9,1012.1,-0.089,-0.098,91,8.1,4.2,
16/03/2020 1:00,0.716,29.1,30.9,1011.8,-0.134,-0.145,76,8.3,3.9,
16/03/2020 2:00,0.639,29,29.5,1010.8,-0.166,-0.182,91,8.1,4.6,
16/03/2020 3:00,0.663,29,30.9,1009.9,-0.128,-0.154,75,7.7,4,
16/03/2020 4:00,0.77,29.3,27.2,1009.8,-0.023,-0.057,135,10.6,6.1,
16/03/2020 5:00,0.931,29.2,26.4,1010.2,0.124,0.09,148,7,2.1,
16/03/2020 6:00,0.821,29,27.3,1010.3,0.003,-0.028,150,7.4,1.6,
16/03/2020 7:00,0.675,29,27.8,1010.9,-0.144,-0.173,140,5.6,1.7,
16/03/2020 8:00,0.668,28.9,26.5,1011.7,-0.131,-0.154,256,6.9,1.1,
16/03/2020 9:00,0.579,28.9,26.2,1012.6,-0.172,-0.187,145,6.6,1,
16/03/2020 10:00,0.477,28.9,26.1,1013,-0.216,-0.222,78,1.9,0.4,
16/03/2020 11:00,0.434,28.9,26.1,1012.7,-0.215,-0.218,126,2,1.1,
16/03/2020 12:00,0.45,28.9,26.6,1012.5,-0.178,-0.183,93,2.5,1.6,
16/03/2020 13:00,0.548,29,26.5,1011.9,-0.085,-0.093,141,3,1.4,
16/03/2020 14:00,0.577,29,26.5,1011.3,-0.096,-0.11,111,2.3,1.8,
16/03/2020 15:00,0.604,28.9,26.8,1010.4,-0.138,-0.159,102,5,2.8,
16/03/2020 16:00,0.727,29,27.2,1010.1,-0.095,-0.125,108,4.3,2.1,
16/03/2020 17:00,0.981,28.9,27.5,1010.5,0.072,0.041,98,5.1,2.7,
16/03/2020 18:00,1.02,28.9,27.6,1010.7,0.03,0.003,89,5.1,2.3,
16/03/2020 19:00,0.969,28.9,27.6,1010.8,-0.09,-0.115,85,4.7,2.2,
16/03/2020 20:00,0.969,28.9,27.9,1011.5,-0.137,-0.16,94,5.1,2.9,
16/03/2020 21:00,0.944,28.9,28.6,1012.2,-0.177,-0.194,79,6.6,3.7,
16/03/2020 22:00,0.879,28.9,29.6,1012.8,-0.224,-0.234,97,6.8,3.7,
16/03/2020 23:00,0.833,28.9,30.6,1012.9,-0.238,-0.242,103,7.3,3.5,
17/03/2020 0:00,0.805,29,30.7,1012.5,-0.226,-0.229,105,7.3,4.3,
17/03/2020 1:00,0.862,29,30.5,1011.8,-0.122,-0.131,89,6.9,3.5,
17/03/2020 2:00,0.848,29.1,31.1,1011.1,-0.095,-0.11,93,6.9,3.9,
17/03/2020 3:00,0.747,29.2,30.3,1010.4,-0.162,-0.184,80,6.5,4.1,
17/03/2020 4:00,0.751,29.2,30.5,1009.8,-0.119,-0.147,76,8.2,4.3,
17/03/2020 5:00,0.936,29.2,30.3,1009.6,0.11,0.075,104,9,3.4,
17/03/2020 6:00,0.913,29.2,29.6,1010.2,0.132,0.097,103,7,3.6,
17/03/2020 7:00,0.651,29.3,29.3,1010.6,-0.085,-0.116,86,6.5,3.2,
17/03/2020 8:00,0.601,29.1,25.4,1012.1,-0.098,-0.122,95,12.4,6.9,
17/03/2020 9:00,0.514,29.3,26,1012.3,-0.153,-0.164,122,12.7,2.2,
17/03/2020 10:00,0.459,29,26.5,1012.7,-0.179,-0.188,112,3.9,1.6,
17/03/2020 11:00,0.4,29.1,25.3,1013,-0.23,-0.235,129,10.5,6.9,
17/03/2020 12:00,0.442,29.4,27.2,1012.9,-0.208,-0.211,90,7.7,2.3,
17/03/2020 13:00,0.61,29.2,28,1012.6,-0.078,-0.082,76,8.3,2.9,
17/03/2020 14:00,0.654,29.2,28.1,1011.8,-0.084,-0.091,74,6.6,3.6,
17/03/2020 15:00,0.67,29.1,28,1011.3,-0.123,-0.138,68,6.7,2.9,
17/03/2020 16:00,0.728,29.1,27.4,1010.8,-0.114,-0.134,81,7.5,3.1,
17/03/2020 17:00,0.903,29.2,27.7,1010.6,0.023,-0.001,72,6.9,3.1,
17/03/2020 18:00,1.023,29.1,27.7,1010.7,0.112,0.085,66,7.3,3.2,
17/03/2020 19:00,0.871,29.1,27.7,1010.8,-0.068,-0.093,59,6.6,3,
17/03/2020 20:00,0.842,29.1,27.8,1011.6,-0.128,-0.152,51,6.7,3.2,
17/03/2020 21:00,0.864,29,28.7,1012.4,-0.141,-0.157,53,8.1,2.7,
17/03/2020 22:00,0.864,29.1,30.1,1012.8,-0.169,-0.177,53,9.4,3.1,
17/03/2020 23:00,0.854,29.1,29.4,1013.3,-0.199,-0.203,53,8.1,3.8,
18/03/2020 0:00,0.866,29.2,29.8,1012.9,-0.206,-0.206,62,9.6,4.2,
18/03/2020 1:00,0.935,29.3,30.7,1012,-0.145,-0.149,52,9.7,4.4,
18/03/2020 2:00,1.012,29.3,30.4,1011,-0.055,-0.068,64,9.7,4.9,
18/03/2020 3:00,0.919,29.4,30.4,1010.2,-0.115,-0.138,63,9.1,4,
18/03/2020 4:00,0.836,29.4,30.3,1009.6,-0.139,-0.17,61,8.5,4.3,
18/03/2020 5:00,0.9,29.5,29.8,1009.3,0.011,-0.026,58,8.6,3.5,
18/03/2020 6:00,0.936,29.6,29.4,1009.5,0.144,0.105,65,7.7,3.8,
18/03/2020 7:00,0.688,29.5,29,1010,-0.011,-0.048,75,7.8,3.2,
18/03/2020 8:00,0.537,29.4,28.5,1010.7,-0.091,-0.123,79,7.4,3.7,
18/03/2020 9:00,0.497,29.4,28.5,1011.2,-0.093,-0.117,75,7.8,3.4,
18/03/2020 10:00,0.436,29.3,28.5,1011.7,-0.146,-0.166,69,8.4,4.4,
18/03/2020 11:00,0.39,29.4,28.3,1011.8,-0.214,-0.229,78,7.1,3.9,
18/03/2020 12:00,0.453,29.3,28.4,1011.8,-0.206,-0.22,72,7.5,4,
18/03/2020 13:00,0.584,29.3,28.5,1011.7,-0.148,-0.162,70,7.4,3.2,
18/03/2020 14:00,0.721,29.3,26.4,1011.1,-0.081,-0.097,57,8.7,3.2,
18/03/2020 15:00,0.774,29.3,26.8,1010.6,-0.082,-0.103,75,8.7,2.8,
18/03/2020 16:00,0.749,29.3,27.7,1010.1,-0.136,-0.163,78,9.2,3.5,
18/03/2020 17:00,0.846,29.3,27.7,1010.1,-0.039,-0.071,85,7.1,2.6,
18/03/2020 18:00,0.958,29.2,28,1010.3,0.091,0.059,74,7.5,3.4,
18/03/2020 19:00,0.833,29.1,28.2,1010.8,-0.015,-0.044,74,7.9,4.2,
18/03/2020 20:00,0.704,29.1,28.3,1011.3,-0.141,-0.165,84,8.3,3.9,
18/03/2020 21:00,0.738,29.1,28.4,1012,-0.134,-0.152,82,8,4.4,
18/03/2020 22:00,0.815,29.1,29.4,1012.6,-0.111,-0.123,76,9,5.2,
18/03/2020 23:00,0.825,29.1,29.8,1013,-0.169,-0.175,66,9.7,4.2,
19/03/2020 0:00,0.871,29.2,30,1012.8,-0.196,-0.198,78,10,6,
19/03/2020 1:00,0.944,29.3,29.6,1012.2,-0.186,-0.191,62,9.6,4.9,
19/03/2020 2:00,1.055,29.3,30.5,1011.3,-0.107,-0.118,66,10.1,4,
19/03/2020 3:00,1.044,29.4,30.5,1010.4,-0.107,-0.127,63,9.8,3.4,
19/03/2020 4:00,0.938,29.4,26.1,1010.2,-0.151,-0.18,62,10.4,5.5,
19/03/2020 5:00,0.886,29.3,27.2,1009.8,-0.094,-0.125,42,10.5,3.6,
19/03/2020 6:00,0.835,29.3,28.6,1010,-0.006,-0.04,81,7.6,3.2,
19/03/2020 7:00,0.759,29.4,28.4,1010.8,0.057,0.026,79,7.7,3.6,
19/03/2020 8:00,0.578,29.3,27.6,1011.5,-0.011,-0.034,87,7.8,3.6,
19/03/2020 9:00,0.415,29.4,27.8,1012.2,-0.112,-0.128,75,7.7,2.7,
19/03/2020 10:00,0.387,29.4,27.1,1012.9,-0.136,-0.146,113,7.9,4.4,
19/03/2020 11:00,0.394,29.4,24.8,1013.4,-0.177,-0.18,175,11.5,1.9,
19/03/2020 12:00,0.41,29.3,26.6,1013.4,-0.247,-0.246,87,8.8,4.1,
19/03/2020 13:00,0.561,29.3,26.4,1013,-0.204,-0.203,113,7.5,1.3,
19/03/2020 14:00,0.766,29.2,27.3,1012,-0.097,-0.101,84,6.8,3.3,
19/03/2020 15:00,0.851,29.2,27.5,1011.2,-0.078,-0.091,78,7.3,3.2,
19/03/2020 16:00,0.86,29.1,27.5,1010.6,-0.088,-0.109,78,7.4,3,
19/03/2020 17:00,0.844,29.1,27.5,1010.5,-0.077,-0.104,74,7.3,3.3,
19/03/2020 18:00,0.852,29.1,27.6,1010.7,-0.007,-0.034,68,7.2,3.1,
19/03/2020 19:00,0.813,29,27.6,1010.9,0.021,-0.004,67,7.2,3.6,
19/03/2020 20:00,0.761,29,27.6,1011.8,0.015,-0.007,74,6.6,3.4,
19/03/2020 21:00,0.638,29.1,28.1,1012.6,-0.106,-0.119,70,9.2,4.1,
19/03/2020 22:00,0.665,29.1,27.9,1013.1,-0.132,-0.138,58,8.9,3.7,
19/03/2020 23:00,0.759,29.1,29.1,1013.3,-0.139,-0.14,63,8.2,4.7,
20/03/2020 0:00,0.828,29.1,29.2,1012.8,-0.193,-0.192,68,10,4.7,
20/03/2020 1:00,0.923,29.1,29.4,1012,-0.216,-0.221,64,9,4.2,
20/03/2020 2:00,1.035,29.2,29.3,1011,-0.187,-0.2,71,10.4,5.7,
20/03/2020 3:00,1.119,29.1,29.4,1010.2,-0.128,-0.151,66,9.4,4.5,
20/03/2020 4:00,1.089,29.2,29,1009.5,-0.113,-0.144,75,10.2,5.1,
20/03/2020 5:00,1.008,29,28.9,1009.2,-0.077,-0.114,68,9.8,3.5,
20/03/2020 6:00,0.859,29.1,28.7,1009.2,-0.058,-0.099,76,10.1,4.7,
20/03/2020 7:00,0.718,29.1,28.5,1009.6,-0.018,-0.058,75,10.4,4.2,
20/03/2020 8:00,0.584,29.1,28.1,1010.1,0.002,-0.033,88,11.8,5.4,
20/03/2020 9:00,0.498,29.1,28,1010.6,0.011,-0.02,81,10.8,4.7,
20/03/2020 10:00,0.422,29.1,28,1011.3,-0.045,-0.07,84,10,3.8,
20/03/2020 11:00,0.376,29.1,28,1011.6,-0.148,-0.168,84,10.3,5,
20/03/2020 12:00,0.478,29.1,28,1011.9,-0.163,-0.179,87,10.4,4.6,
20/03/2020 13:00,0.614,29.1,27.9,1011.4,-0.17,-0.184,78,9.2,4.1,
20/03/2020 14:00,0.754,29.1,27.8,1010.6,-0.16,-0.179,83,9,3.7,
20/03/2020 15:00,0.9,29,27.7,1009.8,-0.102,-0.129,71,8.5,3.5,
20/03/2020 16:00,0.905,29,27.8,1009.5,-0.121,-0.156,83,9,4.7,
20/03/2020 17:00,0.89,29,27.6,1009.5,-0.094,-0.131,77,8.2,3.2,
20/03/2020 18:00,0.823,28.9,27.7,1009.8,-0.066,-0.104,74,8.3,3.8,
20/03/2020 19:00,0.759,28.9,27.6,1010.4,-0.016,-0.05,84,9,3.5,
20/03/2020 20:00,0.689,28.8,27.9,1011,0.009,-0.019,76,8.8,3.3,
20/03/2020 21:00,0.718,28.8,28.9,1011.7,0.079,0.057,73,8.6,4,
20/03/2020 22:00,0.693,28.9,29.6,1012.3,0.02,0.006,77,9.4,3.9,
20/03/2020 23:00,0.707,28.9,29.8,1012.8,-0.071,-0.08,80,10.7,5.9,
21/03/2020 0:00,0.825,29.1,30.8,1012.7,-0.111,-0.115,81,9.9,4.1,
21/03/2020 1:00,0.982,29.1,30.2,1012.2,-0.124,-0.13,59,9.5,4.1,
21/03/2020 2:00,1.092,29.2,30.5,1011.1,-0.152,-0.163,77,9.3,3.7,
21/03/2020 3:00,1.154,29.2,30.7,1010.3,-0.159,-0.181,76,9.4,5.1,
21/03/2020 4:00,1.147,29.2,30.7,1009.6,-0.151,-0.181,72,9.4,4.5,
21/03/2020 5:00,1.103,29.1,30.1,1009.4,-0.09,-0.126,63,9.1,4,
21/03/2020 6:00,0.973,29.1,29.6,1009.4,-0.04,-0.078,81,8.6,5,
21/03/2020 7:00,0.743,29.1,28.9,1009.8,-0.056,-0.093,85,9.2,4,
21/03/2020 8:00,0.557,29.1,28.6,1010.7,-0.045,-0.078,74,8.2,3.6,
21/03/2020 9:00,0.466,29.1,28.3,1011.3,-0.003,-0.028,58,7.9,3.1,
21/03/2020 10:00,0.445,29.1,28.1,1011.6,0.019,0.001,70,7.8,3.6,
21/03/2020 11:00,0.452,29.1,28.2,1011.8,-0.023,-0.039,67,8.6,4.2,
21/03/2020 12:00,0.5,29.2,27.9,1011.9,-0.104,-0.118,75,8,2.6,
21/03/2020 13:00,0.645,29.1,28.1,1011.5,-0.135,-0.149,69,7.7,3.6,
21/03/2020 14:00,0.806,29.1,28,1010.9,-0.144,-0.162,76,6.8,3.4,
21/03/2020 15:00,0.91,29,27.9,1010.2,-0.157,-0.181,72,7.5,3.7,
21/03/2020 16:00,0.945,29,27.8,1009.7,-0.163,-0.194,72,7.4,3.7,
21/03/2020 17:00,0.947,28.9,27.6,1009.5,-0.12,-0.155,73,7.6,3,
21/03/2020 18:00,0.861,28.9,27.6,1009.1,-0.091,-0.129,75,6.8,3.5,
21/03/2020 19:00,0.741,28.9,27.8,1009.5,-0.059,-0.099,68,8,3.3,
21/03/2020 20:00,0.63,28.8,27.8,1010,-0.027,-0.064,64,7.6,2.9,
21/03/2020 21:00,0.575,28.7,28.3,1010.8,0.006,-0.025,56,8.7,3.1,
21/03/2020 22:00,0.585,28.9,28.8,1011.4,0.017,-0.006,56,8.7,4.2,
21/03/2020 23:00,0.63,28.9,29.5,1011.8,-0.026,-0.044,62,9.1,3.7,
22/03/2020 0:00,0.761,28.9,29.4,1011.5,-0.061,-0.076,51,8.4,4.3,
22/03/2020 1:00,0.909,29,30.6,1011,-0.121,-0.139,59,8.8,4.2,
22/03/2020 2:00,1.079,28.9,30.6,1010.3,-0.144,-0.167,56,8.4,4.3,
22/03/2020 3:00,1.185,29,31.3,1009.4,-0.159,-0.189,50,9.3,3.4,
22/03/2020 4:00,1.226,29,30.4,1008.6,-0.141,-0.18,64,7.9,3.7,
22/03/2020 5:00,1.182,29.1,29.5,1008.3,-0.104,-0.151,51,7.1,3,
22/03/2020 6:00,1.032,29.1,28.9,1008.4,-0.081,-0.13,50,6.4,3,
22/03/2020 7:00,0.792,29.1,28.5,1009,-0.09,-0.138,51,6.5,2.7,
22/03/2020 8:00,0.582,29,28,1009.9,-0.068,-0.109,52,6.4,2.7,
22/03/2020 9:00,0.457,29.1,26.5,1010.8,-0.019,-0.051,55,9.2,4,
22/03/2020 10:00,0.41,29.1,26.9,1011.3,0.009,-0.015,50,7.6,3.2,
22/03/2020 11:00,0.444,29.1,27.3,1011.6,0.012,-0.007,60,7.2,2.5,
22/03/2020 12:00,0.542,29.1,27.3,1011.5,-0.016,-0.032,63,7,3,
22/03/2020 13:00,0.654,29.1,27.4,1011,-0.097,-0.115,66,6.8,2.5,
22/03/2020 14:00,0.834,29,27.3,1010.3,-0.124,-0.147,76,6.2,2.7,
22/03/2020 15:00,0.983,28.9,27.1,1009.4,-0.134,-0.164,67,5.1,2.2,
22/03/2020 16:00,1.058,28.9,27.1,1008.8,-0.127,-0.166,38,5,1.6,
22/03/2020 17:00,1.056,28.9,27.1,1008.4,-0.1,-0.145,49,5.7,3.1,
22/03/2020 18:00,0.934,28.9,27.3,1008.6,-0.106,-0.154,71,5.5,2.1,
22/03/2020 19:00,0.773,28.9,27.4,1008.6,-0.09,-0.137,65,4.9,2.4,
22/03/2020 20:00,0.63,28.8,27.5,1009.1,-0.047,-0.093,72,5.5,2,
22/03/2020 21:00,0.532,28.9,29.2,1009.9,-0.007,-0.048,52,5.5,2.4,
22/03/2020 22:00,0.492,29,29.5,1010.5,0.001,-0.032,52,6.5,2.3,
22/03/2020 23:00,0.55,29,30.5,1010.8,0.001,-0.026,63,6.6,3,
23/03/2020 0:00,0.67,29.1,30.3,1010.1,-0.032,-0.056,61,7.2,3.5,
23/03/2020 1:00,0.833,29.1,29.7,1009.3,-0.087,-0.119,60,7.4,3.1,
23/03/2020 2:00,1.025,29.1,29.4,1008.5,-0.127,-0.167,67,6.7,3,
23/03/2020 3:00,1.183,29,30.8,1007.3,-0.146,-0.194,55,7.2,3.2,
23/03/2020 4:00,1.24,28.9,30.1,1007.1,-0.161,-0.22,54,7.3,3.4,
23/03/2020 5:00,1.193,29.1,30.3,1006.4,-0.162,-0.224,59,8,3.3,
23/03/2020 6:00,1.08,29.2,29.7,1006.7,-0.124,-0.191,51,7.7,2.5,
23/03/2020 7:00,0.887,29.3,28.6,1007,-0.087,-0.152,57,6.9,3,
23/03/2020 8:00,0.647,29.3,28,1007.8,-0.073,-0.134,49,7.1,3.3,
23/03/2020 9:00,0.448,29.3,28.1,1008.5,-0.061,-0.114,50,7.3,3.2,
23/03/2020 10:00,0.35,29.3,28.2,1009,-0.046,-0.092,69,7.6,2.8,
23/03/2020 11:00,0.358,29.3,28.2,1009.4,-0.042,-0.084,55,6.8,3.2,
23/03/2020 12:00,0.5,29.2,27.9,1009.1,-0.013,-0.051,48,6.7,3.2,
23/03/2020 13:00,0.715,29.2,28,1008.6,0.008,-0.033,54,6.5,2.5,
23/03/2020 14:00,0.884,29,27.8,1007.9,-0.052,-0.099,59,7,3.5,
23/03/2020 15:00,1.015,29,27.8,1007.5,-0.121,-0.174,67,7.7,3.2,
23/03/2020 16:00,1.115,28.9,27.8,1006.9,-0.131,-0.189,70,6.6,2.6,
23/03/2020 17:00,1.12,29,27.7,1006.9,-0.124,-0.187,73,6.3,3.1,
23/03/2020 18:00,1.018,28.9,27.7,1007,-0.121,-0.184,67,6.5,2.9,
23/03/2020 19:00,0.846,28.9,27.7,1007.4,-0.109,-0.171,74,6.3,2.5,
23/03/2020 20:00,0.641,28.8,27.9,1008.3,-0.099,-0.157,67,6.5,2.5,
23/03/2020 21:00,0.5,28.9,26.8,1009.1,-0.054,-0.102,78,5.8,2.8,
23/03/2020 22:00,0.418,29,29.2,1009.7,-0.037,-0.077,76,6.5,3.6,
23/03/2020 23:00,0.433,29,30.3,1009.9,-0.037,-0.072,72,8.5,3.3,
24/03/2020 0:00,0.6,29.1,30.3,1009.6,0.008,-0.025,62,7.6,3.4,
24/03/2020 1:00,0.765,29.1,30.5,1008.8,-0.034,-0.071,56,6.9,2.9,
24/03/2020 2:00,0.981,29.1,30.6,1008,-0.063,-0.108,80,7.9,4.7,
24/03/2020 3:00,1.188,29,30.6,1007,-0.074,-0.127,67,6.9,3.9,
24/03/2020 4:00,1.293,28.9,30.7,1006.8,-0.096,-0.158,65,7,3.3,
24/03/2020 5:00,1.262,29,29.6,1006.6,-0.127,-0.192,83,6.8,3.2,
24/03/2020 6:00,1.149,29.1,30,1006.8,-0.121,-0.187,70,6.6,2.6,
24/03/2020 7:00,0.942,29.4,29,1007.6,-0.116,-0.179,75,6.9,3.4,
24/03/2020 8:00,0.694,29.3,28.5,1008.1,-0.107,-0.162,71,7.7,2.8,
24/03/2020 9:00,0.501,29.2,28.3,1008.7,-0.061,-0.112,63,7,3.7,
24/03/2020 10:00,0.35,29.3,28.3,1009.5,-0.06,-0.104,71,6.6,3.4,
24/03/2020 11:00,0.342,29.3,28.3,1009.8,-0.039,-0.076,70,7,3.4,
24/03/2020 12:00,0.485,29.3,28.3,1009.9,0.013,-0.021,73,7.5,3.6,
24/03/2020 13:00,0.717,29.2,28,1009.5,0.06,0.027,84,7,2.7,
24/03/2020 14:00,0.91,29.1,28.1,1009,0.016,-0.021,79,5.7,3,
24/03/2020 15:00,1.053,29,28.1,1008.3,-0.07,-0.113,64,6,2.4,
24/03/2020 16:00,1.174,28.9,28.1,1008,-0.103,-0.153,67,7,2.5,
24/03/2020 17:00,1.196,28.9,28.1,1007.8,-0.12,-0.173,54,6.1,3,
24/03/2020 18:00,1.115,28.9,28,1007.9,-0.121,-0.175,65,6.2,3.2,
24/03/2020 19:00,0.946,28.8,27.9,1008.1,-0.115,-0.168,59,7.4,3.2,
24/03/2020 20:00,0.728,28.8,28,1009,-0.107,-0.158,63,6.3,2.7,
24/03/2020 21:00,0.53,28.9,28.6,1009.8,-0.083,-0.125,62,7,4,
24/03/2020 22:00,0.422,28.9,29.9,1010.2,-0.039,-0.073,53,7.2,2.7,
24/03/2020 23:00,0.397,29,30.1,1010.3,-0.027,-0.057,60,7.5,4.3,
25/03/2020 0:00,0.475,29.1,30.9,1010.2,-0.031,-0.06,55,8.2,3.4,
25/03/2020 1:00,0.697,29.1,30.8,1009.5,0.014,-0.017,79,8.8,4.5,
25/03/2020 2:00,0.942,29.1,30.8,1008.6,0.023,-0.016,91,8,4.2,
25/03/2020 3:00,1.125,29,30.7,1007.9,-0.032,-0.079,73,9.5,4.5,
25/03/2020 4:00,1.247,29,30.5,1007.6,-0.081,-0.135,85,8.5,4.3,
25/03/2020 5:00,1.288,29,29.9,1007.5,-0.093,-0.149,82,9.6,5.1,
25/03/2020 6:00,1.214,29.1,29.9,1007.6,-0.09,-0.147,81,8.8,3.8,
25/03/2020 7:00,1.009,29.2,29.2,1008.3,-0.112,-0.167,80,7.5,3.4,
25/03/2020 8:00,0.766,29,28.6,1008.8,-0.111,-0.16,79,6.6,2.7,
25/03/2020 9:00,0.55,29.1,28.7,1009.9,-0.079,-0.122,72,7,3.5,
25/03/2020 10:00,0.376,29.3,28.6,1010.5,-0.068,-0.1,68,8.1,3.2,
25/03/2020 11:00,0.318,29.2,28.4,1011.1,-0.059,-0.086,78,7.4,3.1,
25/03/2020 12:00,0.411,29.3,26.5,1011.5,-0.029,-0.049,117,13.3,3.6,
25/03/2020 13:00,0.628,29.2,27.1,1011,0.02,0.002,113,6.1,2.7,
25/03/2020 14:00,0.918,29.1,24.9,1011,0.077,0.055,115,13,6.2,
25/03/2020 15:00,1.094,29.1,25.7,1009.8,0.009,-0.015,128,9.6,5.4,
25/03/2020 16:00,1.219,28.9,26.1,1009.2,-0.057,-0.092,94,7.1,3,
25/03/2020 17:00,1.277,28.8,26.6,1009.3,-0.083,-0.123,103,5.5,2.8,
25/03/2020 18:00,1.242,28.9,26.8,1009,-0.076,-0.116,95,4,2.2,
25/03/2020 19:00,1.056,28.8,27.2,1009.7,-0.111,-0.153,93,9.2,5.9,
25/03/2020 20:00,0.816,28.9,26.4,1009.8,-0.13,-0.165,84,10.2,5.4,
25/03/2020 21:00,0.634,28.8,27.4,1009.7,-0.074,-0.109,123,11.1,3.4,
25/03/2020 22:00,0.451,28.9,28.6,1010.7,-0.062,-0.097,107,9.2,4.5,
25/03/2020 23:00,0.354,28.9,29.5,1011.4,-0.066,-0.09,91,8.6,5,
26/03/2020 0:00,0.398,28.9,30.3,1011.3,-0.053,-0.071,98,9.6,5.9,
26/03/2020 1:00,0.584,29,30.1,1010.8,-0.006,-0.025,97,9.9,5.1,
26/03/2020 2:00,0.848,29.1,29.9,1010,0.048,0.023,94,8.6,5,
26/03/2020 3:00,1.048,29.1,28,1009.3,0.015,-0.018,89,11.2,2.9,
26/03/2020 4:00,1.194,29,29.8,1008.6,-0.034,-0.075,76,8.7,4.7,
26/03/2020 5:00,1.246,29,30.2,1008.5,-0.081,-0.128,76,9.2,5.1,
26/03/2020 6:00,1.202,29.1,28.8,1008.5,-0.099,-0.146,64,11.8,3.4,
26/03/2020 7:00,1.045,29,28.9,1008.9,-0.113,-0.16,68,7.3,3.9,
26/03/2020 8:00,0.805,29,28.3,1009.6,-0.134,-0.176,68,8.2,3.6,
26/03/2020 9:00,0.586,29.1,28.6,1010.1,-0.111,-0.147,63,9.4,4.2,
26/03/2020 10:00,0.391,29.2,28.5,1010.9,-0.105,-0.136,63,9.2,3.7,
26/03/2020 11:00,0.294,29.3,28.4,1011.1,-0.099,-0.122,66,9.1,3.5,
26/03/2020 12:00,0.362,29.3,28.4,1011.1,-0.057,-0.078,66,9.6,4.9,
26/03/2020 13:00,0.529,29.3,28.1,1010.7,-0.031,-0.053,65,9.8,3.1,
26/03/2020 14:00,0.775,29.3,28.2,1009.9,-0.005,-0.031,57,8.8,3.8,
26/03/2020 15:00,1.098,29.2,28.1,1009.3,0.07,0.036,64,8.5,4.2,
26/03/2020 16:00,1.237,29,27.9,1009,-0.006,-0.045,61,9,4.4,
26/03/2020 17:00,1.279,29,28,1008.6,-0.088,-0.131,67,10.2,5.4,
26/03/2020 18:00,1.284,29,27.9,1008.6,-0.089,-0.135,64,10,5,
26/03/2020 19:00,1.189,29,27.8,1008.9,-0.07,-0.116,68,10.5,4.5,
26/03/2020 20:00,0.969,28.8,28,1009.5,-0.089,-0.132,66,10.8,4.9,
26/03/2020 21:00,0.715,28.7,28.5,1010.1,-0.105,-0.142,61,10.3,5.4,
26/03/2020 22:00,0.509,28.8,29.7,1010.4,-0.093,-0.124,59,9.8,5.1,
26/03/2020 23:00,0.366,28.9,30,1010.6,-0.097,-0.125,68,9.2,4.2,
27/03/2020 0:00,0.364,28.9,29.8,1010.5,-0.074,-0.1,55,9.4,4.6,
27/03/2020 1:00,0.48,29,30.7,1010,-0.047,-0.075,59,9.8,4.3,
27/03/2020 2:00,0.682,29.1,30.4,1009.4,-0.015,-0.047,45,9.3,4.5,
27/03/2020 3:00,0.991,29.2,30.7,1008.5,0.082,0.042,47,8.6,3.4,
27/03/2020 4:00,1.146,29.1,30.3,1008.4,0.038,-0.009,56,7.2,3.3,
27/03/2020 5:00,1.176,29.1,30.1,1008.2,-0.06,-0.109,57,9,3.8,
27/03/2020 6:00,1.152,29.1,29.2,1008.6,-0.105,-0.155,65,6.8,2.6,
27/03/2020 7:00,1.057,29.1,28.6,1009.2,-0.105,-0.15,67,5.8,2.2,
27/03/2020 8:00,0.876,29.1,28.3,1009.7,-0.102,-0.142,75,5.1,2.1,
27/03/2020 9:00,0.625,29.2,28.1,1010.4,-0.132,-0.167,79,3.3,0.7,
27/03/2020 10:00,0.415,29.2,28,1010.8,-0.141,-0.169,55,4.2,1.7,
27/03/2020 11:00,0.3,29.2,26.1,1011.1,-0.13,-0.154,116,6.5,1.7,
27/03/2020 12:00,0.318,29.2,26.2,1011.3,-0.1,-0.121,82,4.5,1.7,
27/03/2020 13:00,0.437,29.1,26.1,1010.8,-0.088,-0.107,130,7.1,3,
27/03/2020 14:00,0.668,29.1,26.2,1010,-0.051,-0.076,168,4.4,2.5,
27/03/2020 15:00,1.034,29.2,25.9,1009,0.076,0.043,155,2.6,1,
27/03/2020 16:00,1.265,29,26,1008.5,0.081,0.039,179,2.1,1.2,
27/03/2020 17:00,1.279,28.9,25.9,1008.4,-0.061,-0.108,176,2.3,1.1,
27/03/2020 18:00,1.293,28.8,26,1008.2,-0.096,-0.144,167,2.1,1.1,
27/03/2020 19:00,1.219,28.8,25.9,1008.5,-0.102,-0.152,262,1.9,0.4,
27/03/2020 20:00,1.061,28.8,24.7,1009.4,-0.095,-0.141,176,8,3.6,
